传统式→越野	17.7839	10
1202→钻井队	17.7772	6
盐阜→大众报	17.7761	31
立功→受奖	17.7679	10
戈兰→高地	17.7444	14
袋料→香菇	17.7444	9
民法→通则	17.7421	17
投篮→命中率	17.7388	7
小渊→外相	17.725	8
交响诗→大合唱	17.725	6
闪闪→发光	17.7135	10
半殖民地→半封建	17.7059	7
粉碎性→骨折	17.7059	7
大公储→亨利	17.7059	6
灯火→通明	17.6908	15
柳木→拐杖	17.6843	14
契约型→封闭式	17.6737	7
团团→围住	17.6584	11
琢→玉	17.6319	6
热流量→精度	17.6021	6
天津港→保税区	17.5995	11
聚福隆→茶园	17.5963	16
触犯→刑律	17.5923	9
1205→钻井队	17.5846	6
滇池→草海	17.5813	7
驱逐舰→舰长	17.5615	8
中南→林学院	17.5517	7
防沙→治沙	17.5444	8
云冈→石窟	17.5433	15
打架→斗殴	17.5372	7
价费字→〔	17.535	18
抽水→蓄	17.5234	8
靖远→羊羔	17.5164	9
更年期→综合征	17.5109	10
保暖→简易房	17.5038	7
孟西安→王鸣媛	17.4944	9
孟西安→祁勇	17.4944	7
三毛→从军记	17.4944	6
偷税→漏税	17.4893	13
十星级→文明户	17.4878	10
杏花村→汾酒厂	17.4835	6
超期→羁押	17.462	16
休斯敦→航天城	17.462	10
薪火→相传	17.462	6
制假→售假	17.4355	6
王储→玛哈·哇集拉隆功	17.4302	7
马尔维纳斯→群岛	17.4302	7
活佛→转世	17.4146	6
美容→美发	17.4095	12
新编→历史剧	17.4095	6
恩格尔→系数	17.3992	7
汉正街→地税所	17.3916	8
超大规模→集成电路	17.3916	8
长女→邓林	17.3688	6
卓里→机械厂	17.3688	8
短距离→全能	17.3589	9
明码→标价	17.355	13
新余市→渝水区	17.3391	6
浑身→解数	17.3391	9
双目→失明	17.3366	12
玉溪→卷烟厂	17.322	24
姓氏→笔划	17.3148	12
晋→绥	17.3099	6
步履→蹒跚	17.2992	8
摆摊→设点	17.2908	9
医德→医风	17.2885	8
NEC杯→围棋赛	17.2885	8
华彩→乐章	17.2814	6
高音→喇叭	17.2693	7
芳草→萋萋	17.2693	7
男生→贾里	17.2626	15
还本→付息	17.2552	30
基尼→系数	17.2472	9
承兑→汇票	17.2464	12
配电→变压器	17.2313	15
保温→简易房	17.2225	8
前卫→寰岛	17.2225	16
执业→医师法	17.2168	18
无铅→汽油	17.2136	11
新教→教派	17.2079	18
开枪→扫射	17.1989	6
长征二号丙→改进型	17.1724	6
洞庭湖→蓄滞洪区	17.1724	6
无害化→处理率	17.1465	6
开国→元勋	17.1407	9
满头→银发	17.14	8
站稳→脚跟	17.1318	21
琉璃河→水泥厂	17.1209	6
警长→公开栏	17.1209	8
曲线→木地板	17.1209	6
年过→八旬	17.1021	8
嚼→告特叶	17.0887	7
短时→雷雨	17.0884	20
洛克比→空难	17.0834	8
政要→电贺	17.0773	8
办税→服务厅	17.0749	13
食肉→恐龙	17.0712	6
新式→冰刀	17.0657	9
朗朗→星空	17.0607	7
前卫→寰岛队	17.0469	15
软弱→涣散	17.0469	8
丹参→滴丸	17.0357	47
散打→搏击	17.0183	10
康→恩	17.0178	9
驻外→使领馆	17.0163	7
政务院→参事	17.0152	6
彭城→发电厂	17.013	7
审计署→审计长	17.0113	8
授信→额度	17.0035	12
忠于→职守	17.0027	15
防疫→接种	16.9963	14
植被→恢复费	16.9765	9
女王→伊丽莎白二世	16.9765	10
读报→用报	16.9765	6
黄栗→树枝	16.9765	8
救命→恩人	16.9765	11
中杏→酒厂	16.9765	14
开门→纳谏	16.9538	7
陕甘宁→边区	16.9452	26
广义→相对论	16.9442	7
深证→成份股	16.9398	8
家境→贫寒	16.9359	10
龙泉→驾校	16.9359	10
淘→粪	16.9314	12
扬子江→药业	16.9241	9
发自→肺腑	16.9176	8
环岛→家具城	16.9123	15
除险→加固	16.9094	10
缅甸→财金队	16.9094	6
电动→助力	16.9032	7
国旅→总社	16.9032	7
军旗→飘飘	16.8949	6
贾建舟→刘磊	16.8942	10
苏伊士→运河	16.8877	6
来势→凶猛	16.8834	10
白梅→水泥厂	16.8694	21
虚报→浮夸	16.8684	21
园艺→博览局	16.8663	6
权衡→利弊	16.861	8
前排→就座	16.861	8
画店→画廊	16.8543	7
净现金→流量	16.8453	7
男人→兵阵	16.8453	8
莲花→味精	16.8453	6
宇航→核动力	16.8383	18
遇刺→身亡	16.8339	11
挺立→潮头	16.8322	27
东条英机→歌功颂德	16.8297	8
〔→1992	16.8245	17
1992→〕	16.8245	17
可赛→矿泉水	16.8186	7
繁衍→生息	16.8128	7
绿水→青山	16.8099	7
开动→脑筋	16.7839	8
义勇军→进行曲	16.7839	9
睦邻→互信	16.7839	8
复方→丹参	16.7798	49
全盘→西化	16.7739	6
天士力→复方	16.7659	41
尼赫鲁—甘地→家族	16.764	9
甲方→乙方	16.7625	13
轻装→上阵	16.7574	9
舰艇→编队	16.7541	22
共青→林场	16.7541	6
场场→爆满	16.7509	6
中保→财险	16.7444	6
南桐→矿务局	16.7444	6
星期日→泰晤士报	16.7371	8
碧波→荡漾	16.7314	9
实况→转播	16.687	10
孕产妇→死亡率	16.6843	7
防盗→报警器	16.6795	15
无性→繁殖	16.6765	16
动植物→检疫局	16.6684	10
法兰西→集萃	16.6571	13
孙子→兵法	16.6561	18
落入→法网	16.6546	8
楼上→楼下	16.647	6
市容→市貌	16.6385	11
彩旗→招展	16.6199	6
虎踞→钟山	16.614	39
钓鱼台→国宾馆	16.6063	70
专属→经济区	16.5978	47
稽察→特派员	16.5882	35
正月→初四	16.5846	6
军衔→警衔	16.5809	8
涨潮→时分	16.5809	8
竖起→大拇指	16.5768	9
署长→钱冠林	16.573	9
踞→钟山	16.5721	34
技工贸→总收入	16.5631	11
通俗→易懂	16.5615	25
平反→冤假错案	16.5457	13
撒哈拉→以南	16.5394	17
燃放→烟花	16.5388	6
归侨→侨眷	16.5379	13
笔划→排列	16.5345	24
一揽子→平均价	16.5275	6
庇护→伞	16.5183	9
亲耳→聆听	16.5109	6
抗震→设防	16.507	13
秦始皇→兵马俑	16.5063	11
二手→CT	16.505	34
烟花→爆竹	16.5031	15
照抄→照搬	16.4974	11
特命→全权	16.4944	78
校外→辅导员	16.4808	18
司令官→金正日	16.462	7
诺罗敦·拉那烈→亲王	16.462	7
轮值→主席国	16.4577	38
撑→危局	16.4513	6
芝加哥→公牛队	16.4495	18
特种→用途林	16.446	11
寻常→百姓家	16.4428	10
诚实→守信	16.4381	8
辨→真伪	16.4329	6
网箱→养鱼	16.4322	8
中兴→通讯杯	16.4302	17
合伙→企业法	16.4224	8
电能→损耗	16.4213	7
帆张网→渔船	16.4146	7
越秀→酒家	16.4095	9
黄埔→军校	16.4086	18
肝胆→外科	16.3992	6
激光→照排	16.3992	6
尤伯杯→羽毛球赛	16.3958	9
姑息→迁就	16.3916	8
改频→入网	16.3916	8
尘土→飞扬	16.3796	7
特派员→马毓真	16.3789	9
同场→竞技	16.3745	8
达赖→喇嘛	16.3739	12
上当→受骗	16.3688	14
美特→装饰	16.3688	7
爆出→冷门	16.3651	8
台网→测定	16.3624	7
吊脚→楼房	16.3539	14
夜幕→降临	16.345	25
藏传→佛教	16.3406	19
头发→花白	16.3391	6
翁→老大	16.3349	7
北江→大堤	16.3342	12
冉冉→升起	16.3327	16
市价→总值	16.3244	8
火星→探路者	16.3244	10
住友→信托	16.3244	6
大洋→彼岸	16.3148	18
伤痕→累累	16.3136	8
深水→航道	16.3122	13
苦练→内功	16.3099	6
寄予→厚望	16.3053	28
载入→史册	16.3008	11
栾城县→供电局	16.2814	10
灯塔→世家	16.2796	16
寒气→袭	16.2534	6
幅员→辽阔	16.2478	10
直排式→热水器	16.2396	8
红十字→方队	16.2337	7
健力宝→青年队	16.2319	9
协调员→罗斯	16.227	24
保值→贴补率	16.2259	13
高保真→音响	16.2191	8
哟→嗬	16.2168	12
杆→秤	16.1989	15
兴致→盎然	16.1989	7
吉首→军分区	16.1989	6
席卷→大西南	16.1864	18
BNP→百富勤	16.1783	9
氧→元素	16.1762	7
低级→趣味	16.1724	12
兖州→矿业	16.1724	7
前场→任意球	16.1724	7
故宫→博物院	16.1672	30
中锋→王治郅	16.1643	8
蒙古国→引渡	16.1594	6
永→葆	16.1594	26
皇家→马德里队	16.1579	9
三八→红旗手	16.1558	11
男高音→歌唱家	16.1538	7
木→帆船	16.152	14
华夏→城乡游	16.1482	22
克利夫兰→交响乐团	16.1465	12
掣→签	16.1465	7
江青→反革命	16.1379	18
射击→射箭	16.1368	8
涨跌幅→成交	16.1321	25
瓶→掣	16.1315	6
彭→伯伯	16.1294	9
无暇→顾及	16.1241	8
嗬→嗬	16.1237	9
九年制→义务教育	16.1209	10
鲁能→泰山队	16.1101	28
烟草→专卖局	16.1097	9
巾帼→建功	16.1083	14
三军→仪仗队	16.1083	6
开国→大典	16.1083	8
刑法→分则	16.1021	6
花季→雨季	16.0958	10
活页→文选	16.085	16
田间→地头	16.0809	43
岭澳→核电站	16.0712	12
红富士→苹果	16.0651	8
大江→大河	16.0599	28
狂→泻	16.059	7
青壮年→文盲	16.056	24
恐龙蛋→化石	16.0521	7
藏语系→佛教	16.0521	7
蓝→印花布	16.0469	6
挥手→致意	16.0469	10
二滩→输电	16.0469	6
滑板→滑雪	16.0424	8
激光→唱盘	16.0366	7
亨利→亲王	16.036	11
马德里→和会	16.0349	8
大理→航站	16.0204	9
署长→于友先	16.0204	9
互助→互济	16.014	13
体察→民情	16.014	13
防盗→保险柜	16.013	7
分期→分批	16.0089	20
延边→敖东队	16.0034	37
自由式→滑雪	15.9982	25
花样→滑冰	15.9967	32
水污染→防治法	15.9954	11
坂下→信用社	15.9899	6
开除→党籍	15.9855	23
政令→畅通	15.9765	13
长途→服务组	15.9765	15
申购→配号	15.9708	8
谋取→私利	15.9657	21
商务→印书馆	15.9651	21
草食→牲畜	15.9635	7
执白→中盘	15.9563	9
烟花→汇演	15.9538	6
狠→刹	15.9518	11
律政司→司长	15.951	8
瑶族→舞曲	15.9501	6
〕→240	15.9501	12
姚→奶奶	15.9479	17
越级→上访	15.9426	14
前周→收盘	15.9426	23
徐州→华润	15.9413	9
二滩→水电站	15.94	13
同业→拆借	15.9397	35
出庭→作证	15.937	10
敬献→花篮	15.937	6
农用→运输车	15.9335	11
藏医→藏药	15.9259	6
随地→吐	15.9176	8
遗物→陈列馆	15.9174	11
陆源→污染物	15.9164	11
临床→用血	15.8985	10
神经→毒气	15.8985	6
回旋→余地	15.8949	15
苦练→基本功	15.8949	6
小白→热线	15.8908	7
财税→金融版	15.8877	8
酒类→专卖	15.8834	10
高高→飘扬	15.8799	11
设宴→款待	15.877	6
世→夏茸尕布	15.861	6
刮风→下雨	15.8528	7
山川→秀美	15.851	22
小提琴→协奏曲	15.8505	6
政务司→司长	15.8408	14
美人鱼→雕像	15.8408	7
日光→温室	15.8399	29
部族→屠杀	15.8383	6
中式→快餐	15.8321	19
底子→薄	15.8318	17
司令员→刘顺尧	15.8304	7
汉→长安城	15.8181	8
威武→雄壮	15.8157	7
常任→理事国	15.8136	135
嗬→哟	15.8018	9
财政司→司长	15.799	8
雷雨→大风	15.7985	29
博士生→导师	15.7928	27
柴达木→盆地	15.7839	17
富丽→新村	15.783	12
收盘→涨跌幅	15.7791	25
驾→马车	15.7789	8
延边→敖东	15.7782	14
刘伯承→元帅	15.7752	15
±→％	15.7739	16
累累→硕果	15.773	11
酒后→驾车	15.7727	8
程序性→商谈	15.7713	19
98年→中报	15.7701	13
ATM→交换机	15.764	7
首席→执行官	15.7541	29
大彰山→茶	15.7541	6
坡→陡	15.7509	12
三北→防护林	15.7492	6
自救→互救	15.7456	8
个中→缘由	15.7395	6
清华→同方	15.7326	19
党报→党刊	15.7301	15
爱尔兰→共和军	15.7286	16
吐→痰	15.725	10
村村→通电	15.725	9
朔州→假酒案	15.7119	11
两极→分化	15.7104	23
请客→送礼	15.71	23
共和→政体	15.709	6
全资→子公司	15.7045	7
库贷→挂钩	15.6988	12
越权→减免税	15.6964	6
医师→刘津	15.6964	6
配方→施肥	15.6937	7
固体→废物	15.6933	18
NBA→总决赛	15.688	10
自民党→干事长	15.687	7
春耕→备播	15.6777	7
稻田→养鱼	15.6777	7
合影→留念	15.6741	52
无线→寻呼	15.6696	8
每家→每户	15.6684	8
重振→雄风	15.6684	12
侵华→日军	15.6615	16
大雪→纷飞	15.6612	9
假酒→中毒案	15.6592	6
拱形→屋顶	15.6553	7
风范→长存	15.6513	7
安度→晚年	15.6473	17
驳回→上诉	15.647	9
主席台→前排	15.644	9
污水→处理厂	15.6432	24
西式→快餐	15.6387	8
一中→分校	15.6364	6
临汾市→地税局	15.6289	6
婚姻→介绍所	15.6229	6
擀→皮	15.614	6
公道→正派	15.608	6
邦交→正常化	15.5982	36
国防军→总司令	15.5963	6
月球→勘探者	15.5902	16
彩色→B超	15.5875	10
特派员→公署	15.5843	25
农药→残毒	15.5788	8
汉→画像石	15.573	12
干事→中岛宏	15.573	6
古典文学→名著	15.572	9
安第斯→共同体	15.5715	18
长征→突击手	15.5615	11
招收→保送生	15.5615	6
日内瓦→万国宫	15.5615	6
熊光楷→中将	15.5595	30
业→领头人	15.5589	40
无党派→爱国人士	15.5567	9
净资产→收益率	15.5558	21
挽回→败局	15.5551	8
剥夺→政治权利	15.5535	14
X—33→表	15.5515	6
总参谋长→熊光楷	15.5506	44
地层→标本	15.5468	7
瓶→尿样	15.5465	8
裁减→员额	15.5444	16
名称→前周	15.5444	23
六六→民主党	15.5416	6
主→承销商	15.5398	11
共产主义者→同盟	15.5388	6
姓名→笔划	15.5372	14
红色→高棉	15.531	44
多头→开户	15.5254	8
华中→理工大学	15.5208	10
齐鲁→石化	15.5171	12
柏林→手抄本	15.5171	8
英文→译本	15.5132	7
大藏→大臣	15.5109	14
贝尔格莱德→红星队	15.5095	6
扫除→青壮年	15.505	17
碘→钙	15.5026	6
盛情→款待	15.5026	9
伸张→正义	15.5018	10
藏文→古籍	15.5007	13
歌剧院→芭蕾舞团	15.4987	21
外交大臣→沃勒贝克	15.4944	6
临沂→造纸厂	15.4944	6
酸雨→控制区	15.4944	12
宣誓→就职	15.4879	28
主席台→就座	15.4878	10
种族→隔离	15.484	22
乳腺→细胞	15.4797	10
塞拉利昂→军政府	15.476	12
每日→电讯报	15.4758	7
国旗→护卫队	15.4758	14
毫不→畏惧	15.4758	7
远期→信用证	15.4713	12
司长→梁爱诗	15.4688	7
312→国道	15.462	7
畜牧→兽医	15.462	7
整修→黄帝陵	15.4606	6
恩→专线	15.458	6
巴拿马→运河	15.4548	10
波黑→塞族共和国	15.4546	13
准噶尔→盆地	15.4513	9
尝→胜果	15.45	6
求知→欲望	15.446	6
招生→简章	15.446	6
门牌→号码	15.446	7
医治→无效	15.4381	35
越野→滑雪	15.4347	21
室内→田径赛	15.4332	8
国道→主干线	15.4322	8
林州市→国税局	15.4314	7
浩然→正气	15.4263	6
湘南→起义	15.4258	7
股东→账户卡	15.4254	13
首府→贝尔法斯特	15.424	10
怒江→峡谷	15.4224	6
国土→资源部	15.4224	41
天安门→城楼	15.4205	37
城北→支行	15.4189	11
勤俭→建军	15.4164	9
战犯→东条英机	15.4146	26
华联→商厦	15.4146	13
等待→戈多	15.4146	6
春蕾→女童	15.4095	6
纽伯瑞→儿童文学	15.4095	9
问问→孙子	15.4082	6
冰球→C组	15.4078	9
世→班禅	15.4054	15
特邀→监察员	15.4047	7
吃喝→大王	15.3948	7
谅解→备忘录	15.3924	57
不畏→艰险	15.3916	10
生物圈→保护区	15.384	7
三毛→流浪	15.3789	6
防卫厅→长官	15.3771	11
主观→能动性	15.3703	10
动植物→检疫	15.3658	10
英山→牌照	15.3624	7
旱→育秧	15.3603	7
饮用→豆奶	15.3601	6
总参谋长→钱树根	15.358	11
短式→网球	15.3576	8
东欧→剧变	15.3564	6
鸡皮→汤	15.3514	6
318→国道	15.3465	7
高考→落榜	15.3433	7
总参谋长→吴铨叙	15.3433	7
程控→交换机	15.3425	28
提起→公诉	15.3391	20
清明→祭祖	15.3338	7
保值→贴补	15.3328	7
法定→代表人	15.3281	8
鲁能→泰山	15.327	17
十二月→三十一日	15.3244	10
自力→食用	15.322	6
少将→军衔	15.3179	10
大篷车→大嫂	15.3151	7
古生物→化石	15.3151	7
犹太人→定居点	15.3148	40
曹县→卫生局	15.3145	8
张北县→大河乡	15.3126	11
耐用→消费品	15.3103	19
秦山→核电	15.3099	7
爱乐→乐团	15.3016	19
毫不→含糊	15.2992	16
苏→三山	15.2885	7
苏→财综	15.2885	14
越共→八大	15.2837	6
固体→废弃物	15.2834	7
题写→片名	15.2814	10
火险→隐患	15.2794	7
中保→人寿保险	15.2787	21
灭→鼠	15.2761	8
人间→正道	15.2715	30
钱树根→中将	15.2673	7
沃尔特→水库	15.2638	6
开除→公职	15.2626	12
塑料→包装物	15.2603	6
吉林市→中院	15.2514	7
中左→党派	15.2514	7
星火→带头人	15.2486	41
就地→免职	15.2464	15
2010年→远景	15.2447	32
年均→pH值	15.2425	7
猛烈→抨击	15.2396	7
风景→名胜区	15.2396	30
触角→伸	15.2396	6
散装→白酒	15.2396	24
便民→服务卡	15.238	9
开滦→矿工	15.2347	7
京郊→大兴县	15.2338	6
西山→矿务局	15.2298	7
血管→外科	15.2293	8
沉痛→哀悼	15.227	6
围棋→新人王赛	15.2259	6
约旦河→西岸	15.2259	134
索贿→受贿	15.2214	6
肌肉→萎缩	15.2208	8
奥运→争光	15.2208	8
助理→塞缪尔·伯杰	15.2191	6
越过→温饱线	15.2157	6
不惜→重金	15.2152	7
停产→半停产	15.2087	11
国定→贫困县	15.2079	18
线条→流畅	15.2056	6
原始→脊索动物	15.1989	6
分忧→解难	15.1989	10
惨遭→杀害	15.1989	6
种族→共处	15.1945	6
帅→大姐	15.1909	75
双多向→赛	15.1837	7
松桃→苗族	15.179	6
长势→喜人	15.1783	9
竞→风流	15.1768	6
科巴→农场	15.1766	8
助力→自行车	15.1687	7
力戒→形式主义	15.1616	6
国务卿→塔尔博特	15.1612	7
主教练→王非	15.1474	13
恰→逢	15.1472	27
甲级→战犯	15.1448	24
宽敞→明亮	15.1425	26
挤占→挪用	15.139	45
西哈努克→国王	15.1386	46
随身→携带	15.1318	7
肃→毒	15.1318	7
主教练→叶鹏	15.1315	6
选票→2048	15.1304	6
曲靖→电厂	15.1294	6
现金→流量表	15.1273	25
舞蹈→语汇	15.1241	8
春秋→战国	15.1241	12
心脏病→发作	15.1209	9
黔→东南	15.1199	18
舞阳→钢铁	15.1173	7
诸→报端	15.1162	8
洪峰→水位	15.1128	7
植树→种草	15.1119	7
原子弹→轰炸	15.1115	6
百日→集训	15.1115	6
低压→电网	15.1083	11
寒风→刺骨	15.1083	6
开封市→新华书店	15.1083	8
扭亏→无望	15.1069	9
柏油→马路	15.1044	8
采矿权→申请人	15.1021	10
11时→50分	15.101	6
矿产→资源法	15.0958	8
濒危→物种	15.0953	11
燃气→热水器	15.0952	38
师德→标兵	15.0918	17
社交→场合	15.0834	6
神奇→旅游年	15.0823	11
3∶2→险胜	15.0817	7
众目睽睽→之下	15.0793	6
骗取→钱财	15.0793	6
密云→水库	15.0712	9
乒乓球→擂台赛	15.0671	42
京丰→宾馆	15.0651	6
人间→烟火	15.0651	6
师→二三五	15.063	6
防灾→抗灾	15.0546	11
探矿权→使用费	15.0513	11
布伦特→原油	15.0469	6
入党→申请书	15.0469	13
库尔德→难民	15.0469	6
涛声→依旧	15.0449	12
疑难→病症	15.0439	6
外籍→明星队	15.0419	6
新华→文摘	15.029	8
渡→难关	15.0275	28
防→大汛	15.0269	17
行署→专员	15.0218	19
襄→石	15.0214	7
司长→陈方	15.0214	14
殖民→统治	15.0172	19
台上→台下	15.0172	10
失职→渎职	15.0156	11
洛阳市→政法委	15.0152	6
混凝土→浇筑	15.0132	9
本文→开头	15.013	7
中上游→防护林	15.0123	6
海军→陆战队	15.0113	7
2460→平方公里	15.0113	6
警戒→水位	15.0059	13
审结→一审	15.0035	12
餐→摩托	15.0025	6
便士→邮票	15.0001	12
苦干→实干	14.9967	18
助理→万经常	14.9967	6
腔→热血	14.996	8
成年人→体质	14.9956	13
吐哈→盆地	14.9919	9
题写→书名	14.9919	18
深证→成份	14.9911	13
核→两用品	14.988	32
敦雷→核	14.988	6
太原→刚玉	14.988	6
首府→普里什蒂纳	14.9866	8
倍加→珍惜	14.9842	9
通力→协作	14.9808	12
葛洲坝→船闸	14.9765	6
适度→从紧	14.9723	87
无党派→民主人士	14.9718	6
激光→打印机	14.9663	10
花园→洋房	14.9651	6
切尔诺贝利→核电站	14.9642	13
97→诗韵	14.9604	6
封建→专制主义	14.9595	8
白领→职员	14.9583	10
施展→才华	14.9542	16
山体→滑坡	14.9434	7
商标→专用权	14.9432	9
举世→公认	14.9406	17
保利→大厦	14.937	7
亚洲区→预赛	14.937	6
陆军→第二十七	14.937	12
计→复利	14.9346	7
农工→民主党	14.9339	27
外交大臣→库克	14.9327	34
封建→专制	14.9314	6
代码→简称	14.9314	12
黎巴嫩→真主党	14.9259	6
大臣→莫勒姆	14.9259	8
第三方→介入	14.9241	6
无辜→平民	14.9236	17
大亚湾→核电站	14.9223	23
留学→基金委	14.9222	6
同级→国库	14.9207	17
阵亡→士兵	14.9188	7
中远→澳洲	14.9182	10
310→国道	14.9176	6
水货→手机	14.9145	13
柳州→铁路局	14.9094	21
国王→哈桑二世	14.9079	7
迁入→新居	14.9076	6
内河→航运	14.907	20
环球→时报	14.9	26
渡过→难关	14.9	34
破格→提拔	14.8997	9
免征→关税	14.8985	15
被动→挨打	14.8985	8
京西→宾馆	14.8951	16
七十九→师	14.8931	10
生长→调节剂	14.8927	13
国民党→顽固派	14.8915	10
纸→诉状	14.8908	7
防病→治病	14.8904	12
前线→话剧团	14.8879	24
本社→驻外	14.887	8
大江→截流	14.8864	24
招标→投标	14.8863	26
名家→解读	14.8846	7
创维→数码	14.8841	6
冀→鲁	14.8808	7
采矿权→价款	14.8797	8
诺贝尔奖→获得者	14.8797	8
采矿权→使用费	14.8797	8
符福渊→周德武	14.877	12
民事→诉讼法	14.877	6
超→Ⅴ	14.8734	6
羽毛球→天王	14.8729	13
登门→拜访	14.8722	9
围棋→天元战	14.8722	18
上访→告状	14.8722	10
土壤→墒情	14.8699	6
水稻→旱育稀植	14.8694	7
江西省→景德镇市	14.869	6
吹→口哨	14.8663	6
低价→亏本	14.8659	11
四库→全书	14.8637	6
空军→联航队	14.861	18
顶尖→高手	14.8588	7
导弹→弹头	14.8569	9
三联→书店	14.8552	19
容声→冰箱	14.8543	7
鲁→豫	14.8534	9
总署→署长	14.8505	14
重整→信托	14.8505	6
心脑血管→疾病	14.8486	11
博士后→工作站	14.8383	6
毫不→逊色	14.8383	9
剥→皮	14.8363	7
平遥→古城	14.8357	13
红木→家具	14.8297	10
俄共→议员团	14.8229	16
西奈→半岛	14.8219	14
陕西→国力队	14.8194	8
探矿权→申请人	14.8143	10
发自→内心	14.8133	16
波黑→塞族	14.8107	13
呆坏账→准备金	14.8081	10
会计师→事务所	14.8032	12
下世纪→中叶	14.8027	15
白沟→箱包	14.8022	8
诸→兵种	14.8007	6
近岸→海域	14.796	10
总政→话剧团	14.7943	13
标本→长廊	14.7939	6
水下→机器人	14.7871	28
威曼→女士	14.7839	6
良性→循环	14.7816	99
绵阳→高新区	14.7803	7
政企→分开	14.7793	131
亟→须	14.7739	16
牛→魔王	14.7711	7
议长→贝里	14.7689	6
埃→厄	14.7674	29
刊→播	14.7673	6
忙于→应酬	14.7668	7
凉山→彝族	14.7645	10
天王→挑战赛	14.7625	13
练→内功	14.7622	11
酒后→开车	14.7583	7
放下→架子	14.7575	13
食堂→就餐	14.7574	9
封建→农奴	14.7574	9
首席→大法官	14.7541	6
高楼→林立	14.7541	6
包头市→邮电局	14.7515	11
识→大体	14.7505	19
陪同团→团长	14.7492	13
宋庆龄→奖学金	14.7492	8
迪斯尼→乐园	14.7492	6
拨出→专款	14.7421	17
本法→第三十九	14.7395	7
中南海→紫光阁	14.7371	35
助理→陈健	14.7337	15
苦苦→挣扎	14.7312	7
羊羔→肉	14.7298	14
事务性→商谈	14.7298	8
可比价格→计算	14.7279	13
波音737→客机	14.7262	8
最惠国→待遇	14.7261	51
＊→＊	14.725	108
宰→客	14.7218	9
领→风骚	14.7211	10
正当→竞争法	14.7172	16
逃→废	14.7125	23
郑州市→二七	14.7114	6
狼狗→弟弟	14.7098	6
国民党→反动派	14.7071	24
